iteration;temperature;cost;result
18699;77.2900000006101;3403.7081871464384;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18700;77.0000000006101;3403.7081871464384;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18701;76.7100000006101;3403.7081871464384;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18702;76.42000000061009;3403.7081871464384;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18703;76.13000000061008;3403.7081871464384;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18704;75.84000000061008;3403.7081871464384;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18705;75.55000000061007;3403.7081871464384;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18706;75.26000000061006;3403.7081871464384;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18707;74.97000000061006;3403.7081871464384;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18708;74.68000000061005;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18709;74.39000000061004;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18710;74.10000000061004;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18711;73.81000000061003;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18712;73.52000000061003;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18713;73.23000000061002;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18714;72.94000000061001;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18715;72.65000000061;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18716;72.36000000061;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18717;72.07000000061;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18718;71.78000000060999;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18719;71.49000000060998;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18720;71.20000000060998;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18721;70.91000000060997;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18722;70.62000000060996;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18723;70.33000000060996;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18724;70.04000000060995;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18725;69.75000000060994;3457.843420275468;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18726;69.46000000060994;3457.843420275468;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18727;69.17000000060993;3457.843420275468;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18728;68.88000000060993;3457.843420275468;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18729;68.59000000060992;3457.843420275468;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Lille"]
18730;68.30000000060991;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18731;68.0100000006099;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18732;67.7200000006099;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18733;67.4300000006099;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18734;67.14000000060989;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18735;66.85000000060988;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18736;66.56000000060988;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18737;66.27000000060987;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18738;65.98000000060986;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18739;65.69000000060986;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18740;65.40000000060985;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18741;65.11000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18742;64.82000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18743;64.53000000060983;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18744;64.24000000060983;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18745;63.950000000609826;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18746;63.66000000060983;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18747;63.37000000060983;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18748;63.08000000060983;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18749;62.79000000060983;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18750;62.50000000060983;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18751;62.21000000060983;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18752;61.92000000060983;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18753;61.63000000060983;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18754;61.340000000609834;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18755;61.050000000609835;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18756;60.760000000609836;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18757;60.470000000609836;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18758;60.18000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18759;59.89000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18760;59.60000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18761;59.31000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18762;59.02000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18763;58.73000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18764;58.44000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18765;58.15000000060984;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18766;57.860000000609844;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18767;57.570000000609845;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18768;57.280000000609846;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18769;56.99000000060985;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18770;56.70000000060985;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18771;56.41000000060985;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18772;56.12000000060985;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18773;55.83000000060985;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18774;55.54000000060985;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18775;55.25000000060985;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18776;54.96000000060985;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18777;54.67000000060985;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18778;54.380000000609854;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18779;54.090000000609855;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18780;53.800000000609856;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18781;53.51000000060986;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18782;53.22000000060986;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18783;52.93000000060986;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18784;52.64000000060986;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18785;52.35000000060986;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18786;52.06000000060986;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18787;51.77000000060986;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18788;51.48000000060986;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18789;51.190000000609864;3511.8723996855088;["Lille" "Paris" "Besançon" "Strasbourg" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18790;50.900000000609865;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18791;50.610000000609865;3386.105012893321;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18792;50.320000000609866;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18793;50.03000000060987;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18794;49.74000000060987;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18795;49.45000000060987;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18796;49.16000000060987;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18797;48.87000000060987;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18798;48.58000000060987;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18799;48.29000000060987;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18800;48.00000000060987;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18801;47.710000000609874;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18802;47.420000000609875;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18803;47.130000000609876;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18804;46.84000000060988;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18805;46.55000000060988;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18806;46.26000000060988;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18807;45.97000000060988;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18808;45.68000000060988;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18809;45.39000000060988;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18810;45.10000000060988;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18811;44.81000000060988;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18812;44.52000000060988;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18813;44.230000000609884;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18814;43.940000000609885;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18815;43.650000000609886;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18816;43.36000000060989;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18817;43.07000000060989;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18818;42.78000000060989;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18819;42.49000000060989;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18820;42.20000000060989;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18821;41.91000000060989;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18822;41.62000000060989;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18823;41.33000000060989;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18824;41.04000000060989;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18825;40.750000000609894;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18826;40.460000000609895;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18827;40.170000000609896;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18828;39.8800000006099;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18829;39.5900000006099;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18830;39.3000000006099;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18831;39.0100000006099;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18832;38.7200000006099;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18833;38.4300000006099;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
18834;38.1400000006099;3331.9697797642916;["Lille" "Paris" "Strasbourg" "Besançon" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Lille"]
