iteration;temperature;cost;result
2169;4870.990000000079;5784.347661580375;["Lille" "Marseille" "Besançon" "Lyon" "Limoges" "Toulouse" "Strasbourg" "Ajaccio" "Caen" "Rennes" "Bordeaux" "Paris" "Lille"]
2170;4870.700000000079;5706.939388448965;["Lille" "Marseille" "Besançon" "Lyon" "Toulouse" "Limoges" "Strasbourg" "Ajaccio" "Caen" "Rennes" "Bordeaux" "Paris" "Lille"]
2171;4870.410000000079;5989.604589473541;["Lille" "Marseille" "Besançon" "Lyon" "Bordeaux" "Limoges" "Strasbourg" "Ajaccio" "Caen" "Rennes" "Toulouse" "Paris" "Lille"]
2172;4870.120000000079;5964.145743730085;["Lille" "Marseille" "Lyon" "Besançon" "Bordeaux" "Limoges" "Strasbourg" "Ajaccio" "Caen" "Rennes" "Toulouse" "Paris" "Lille"]
2173;4869.830000000079;6273.913453079931;["Lille" "Marseille" "Lyon" "Paris" "Bordeaux" "Limoges" "Strasbourg" "Ajaccio" "Caen" "Rennes" "Toulouse" "Besançon" "Lille"]
2174;4869.540000000079;5960.062718275946;["Lille" "Marseille" "Lyon" "Paris" "Bordeaux" "Limoges" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Toulouse" "Besançon" "Lille"]
2175;4869.250000000079;5179.801924981075;["Lille" "Marseille" "Lyon" "Toulouse" "Bordeaux" "Limoges" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Paris" "Besançon" "Lille"]
2176;4868.960000000079;5323.993899579463;["Lille" "Marseille" "Lyon" "Bordeaux" "Toulouse" "Limoges" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Paris" "Besançon" "Lille"]
2177;4868.670000000079;5179.801924981075;["Lille" "Marseille" "Lyon" "Toulouse" "Bordeaux" "Limoges" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Paris" "Besançon" "Lille"]
2178;4868.380000000079;5444.020545239791;["Lille" "Marseille" "Toulouse" "Lyon" "Bordeaux" "Limoges" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Paris" "Besançon" "Lille"]
2179;4868.090000000079;5848.7171146849505;["Lille" "Marseille" "Toulouse" "Paris" "Bordeaux" "Limoges" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Lyon" "Besançon" "Lille"]
2180;4867.800000000079;5877.899800294658;["Lille" "Toulouse" "Marseille" "Paris" "Bordeaux" "Limoges" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Lyon" "Besançon" "Lille"]
2181;4867.510000000079;6254.197174776973;["Lille" "Toulouse" "Besançon" "Paris" "Bordeaux" "Limoges" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Lyon" "Marseille" "Lille"]
2182;4867.220000000079;6667.123647664435;["Lille" "Toulouse" "Besançon" "Bordeaux" "Paris" "Limoges" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Lyon" "Marseille" "Lille"]
2183;4866.930000000079;5851.605888248271;["Lille" "Toulouse" "Limoges" "Bordeaux" "Paris" "Besançon" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Lyon" "Marseille" "Lille"]
2184;4866.640000000079;5851.605888248271;["Lille" "Toulouse" "Limoges" "Bordeaux" "Paris" "Besançon" "Ajaccio" "Strasbourg" "Caen" "Rennes" "Lyon" "Marseille" "Lille"]
2185;4866.3500000000795;6733.743915544794;["Lille" "Toulouse" "Limoges" "Bordeaux" "Paris" "Besançon" "Ajaccio" "Strasbourg" "Caen" "Lyon" "Rennes" "Marseille" "Lille"]
2186;4866.0600000000795;7146.670388432237;["Lille" "Toulouse" "Limoges" "Paris" "Bordeaux" "Besançon" "Ajaccio" "Strasbourg" "Caen" "Lyon" "Rennes" "Marseille" "Lille"]
2187;4865.77000000008;7417.794062368613;["Lille" "Toulouse" "Limoges" "Strasbourg" "Bordeaux" "Besançon" "Ajaccio" "Paris" "Caen" "Lyon" "Rennes" "Marseille" "Lille"]
2188;4865.48000000008;7071.93353303159;["Lille" "Toulouse" "Limoges" "Strasbourg" "Bordeaux" "Ajaccio" "Besançon" "Paris" "Caen" "Lyon" "Rennes" "Marseille" "Lille"]
2189;4865.19000000008;6681.651537665477;["Lille" "Toulouse" "Limoges" "Strasbourg" "Bordeaux" "Ajaccio" "Besançon" "Lyon" "Caen" "Paris" "Rennes" "Marseille" "Lille"]
2190;4864.90000000008;6591.967183331157;["Lille" "Toulouse" "Strasbourg" "Limoges" "Bordeaux" "Ajaccio" "Besançon" "Lyon" "Caen" "Paris" "Rennes" "Marseille" "Lille"]
2191;4864.61000000008;6347.190136157841;["Lille" "Paris" "Strasbourg" "Limoges" "Bordeaux" "Ajaccio" "Besançon" "Lyon" "Caen" "Toulouse" "Rennes" "Marseille" "Lille"]
2192;4864.32000000008;5756.801712265587;["Lille" "Paris" "Strasbourg" "Limoges" "Bordeaux" "Ajaccio" "Besançon" "Lyon" "Toulouse" "Caen" "Rennes" "Marseille" "Lille"]
2193;4864.03000000008;4946.954529045531;["Lille" "Paris" "Strasbourg" "Limoges" "Bordeaux" "Ajaccio" "Marseille" "Lyon" "Toulouse" "Caen" "Rennes" "Besançon" "Lille"]
2194;4863.74000000008;5048.318993194916;["Lille" "Paris" "Strasbourg" "Bordeaux" "Limoges" "Ajaccio" "Marseille" "Lyon" "Toulouse" "Caen" "Rennes" "Besançon" "Lille"]
2195;4863.45000000008;5222.808822399272;["Lille" "Paris" "Caen" "Bordeaux" "Limoges" "Ajaccio" "Marseille" "Lyon" "Toulouse" "Strasbourg" "Rennes" "Besançon" "Lille"]
2196;4863.16000000008;5730.352212210162;["Lille" "Paris" "Bordeaux" "Caen" "Limoges" "Ajaccio" "Marseille" "Lyon" "Toulouse" "Strasbourg" "Rennes" "Besançon" "Lille"]
2197;4862.87000000008;5400.341092471045;["Lille" "Paris" "Bordeaux" "Rennes" "Limoges" "Ajaccio" "Marseille" "Lyon" "Toulouse" "Strasbourg" "Caen" "Besançon" "Lille"]
2198;4862.58000000008;4859.433334412213;["Lille" "Paris" "Bordeaux" "Rennes" "Limoges" "Ajaccio" "Marseille" "Lyon" "Toulouse" "Strasbourg" "Besançon" "Caen" "Lille"]
2199;4862.29000000008;5237.076999003968;["Lille" "Paris" "Bordeaux" "Caen" "Limoges" "Ajaccio" "Marseille" "Lyon" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Lille"]
2200;4862.00000000008;6038.634071268765;["Lille" "Paris" "Bordeaux" "Caen" "Ajaccio" "Limoges" "Marseille" "Lyon" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Lille"]
2201;4861.71000000008;5843.232668843264;["Lille" "Paris" "Bordeaux" "Caen" "Ajaccio" "Limoges" "Lyon" "Marseille" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Lille"]
2202;4861.42000000008;6056.962023762149;["Lille" "Bordeaux" "Paris" "Caen" "Ajaccio" "Limoges" "Lyon" "Marseille" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Lille"]
2203;4861.13000000008;6056.962023762149;["Lille" "Bordeaux" "Paris" "Caen" "Ajaccio" "Limoges" "Lyon" "Marseille" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Lille"]
2204;4860.84000000008;5973.236411458052;["Lille" "Bordeaux" "Paris" "Caen" "Ajaccio" "Limoges" "Lyon" "Marseille" "Toulouse" "Besançon" "Strasbourg" "Rennes" "Lille"]
2205;4860.55000000008;6326.219595810354;["Lille" "Marseille" "Paris" "Caen" "Ajaccio" "Limoges" "Lyon" "Bordeaux" "Toulouse" "Besançon" "Strasbourg" "Rennes" "Lille"]
2206;4860.26000000008;6376.408957548334;["Lille" "Marseille" "Paris" "Caen" "Ajaccio" "Limoges" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Strasbourg" "Rennes" "Lille"]
2207;4859.97000000008;6376.408957548334;["Lille" "Marseille" "Paris" "Caen" "Ajaccio" "Limoges" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Strasbourg" "Rennes" "Lille"]
2208;4859.68000000008;6333.5096187041145;["Lille" "Paris" "Marseille" "Caen" "Ajaccio" "Limoges" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Strasbourg" "Rennes" "Lille"]
2209;4859.39000000008;6753.422514001603;["Lille" "Paris" "Marseille" "Caen" "Ajaccio" "Strasbourg" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Limoges" "Rennes" "Lille"]
2210;4859.10000000008;6128.14623108522;["Lille" "Paris" "Marseille" "Ajaccio" "Caen" "Strasbourg" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Limoges" "Rennes" "Lille"]
2211;4858.81000000008;7365.466925405017;["Lille" "Marseille" "Paris" "Ajaccio" "Caen" "Strasbourg" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Limoges" "Rennes" "Lille"]
2212;4858.5200000000805;7660.436319006264;["Lille" "Marseille" "Paris" "Ajaccio" "Caen" "Strasbourg" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Rennes" "Limoges" "Lille"]
2213;4858.2300000000805;6438.977631298027;["Lille" "Marseille" "Ajaccio" "Paris" "Caen" "Strasbourg" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Rennes" "Limoges" "Lille"]
2214;4857.9400000000805;6409.232525616264;["Lille" "Ajaccio" "Marseille" "Paris" "Caen" "Strasbourg" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Rennes" "Limoges" "Lille"]
2215;4857.650000000081;6274.960833141955;["Lille" "Ajaccio" "Marseille" "Paris" "Caen" "Strasbourg" "Bordeaux" "Limoges" "Toulouse" "Besançon" "Rennes" "Lyon" "Lille"]
2216;4857.360000000081;6203.46945338061;["Lille" "Ajaccio" "Marseille" "Caen" "Paris" "Strasbourg" "Bordeaux" "Limoges" "Toulouse" "Besançon" "Rennes" "Lyon" "Lille"]
2217;4857.070000000081;6349.923307833137;["Lille" "Ajaccio" "Marseille" "Caen" "Paris" "Strasbourg" "Bordeaux" "Besançon" "Toulouse" "Limoges" "Rennes" "Lyon" "Lille"]
2218;4856.780000000081;5460.73377908726;["Lille" "Ajaccio" "Marseille" "Caen" "Paris" "Strasbourg" "Besançon" "Bordeaux" "Toulouse" "Limoges" "Rennes" "Lyon" "Lille"]
2219;4856.490000000081;5667.986996948071;["Lille" "Rennes" "Marseille" "Caen" "Paris" "Strasbourg" "Besançon" "Bordeaux" "Toulouse" "Limoges" "Ajaccio" "Lyon" "Lille"]
2220;4856.200000000081;5514.967637590085;["Lille" "Rennes" "Caen" "Marseille" "Paris" "Strasbourg" "Besançon" "Bordeaux" "Toulouse" "Limoges" "Ajaccio" "Lyon" "Lille"]
2221;4855.910000000081;5514.967637590085;["Lille" "Rennes" "Caen" "Marseille" "Paris" "Strasbourg" "Besançon" "Bordeaux" "Toulouse" "Limoges" "Ajaccio" "Lyon" "Lille"]
2222;4855.620000000081;5555.736975417556;["Lille" "Rennes" "Caen" "Marseille" "Paris" "Strasbourg" "Besançon" "Bordeaux" "Toulouse" "Limoges" "Lyon" "Ajaccio" "Lille"]
2223;4855.330000000081;5418.353432999948;["Lille" "Rennes" "Caen" "Marseille" "Paris" "Strasbourg" "Besançon" "Bordeaux" "Toulouse" "Ajaccio" "Lyon" "Limoges" "Lille"]
2224;4855.040000000081;5049.283854997846;["Lille" "Rennes" "Caen" "Paris" "Marseille" "Strasbourg" "Besançon" "Bordeaux" "Toulouse" "Ajaccio" "Lyon" "Limoges" "Lille"]
2225;4854.750000000081;5487.9843177734165;["Lille" "Rennes" "Caen" "Paris" "Marseille" "Strasbourg" "Besançon" "Bordeaux" "Ajaccio" "Toulouse" "Lyon" "Limoges" "Lille"]
2226;4854.460000000081;5771.582396015912;["Lille" "Rennes" "Paris" "Caen" "Marseille" "Strasbourg" "Besançon" "Bordeaux" "Ajaccio" "Toulouse" "Lyon" "Limoges" "Lille"]
2227;4854.170000000081;5780.98285089167;["Lille" "Rennes" "Paris" "Caen" "Marseille" "Besançon" "Strasbourg" "Bordeaux" "Ajaccio" "Toulouse" "Lyon" "Limoges" "Lille"]
2228;4853.880000000081;5678.786634812002;["Lille" "Rennes" "Paris" "Caen" "Marseille" "Besançon" "Strasbourg" "Bordeaux" "Ajaccio" "Toulouse" "Limoges" "Lyon" "Lille"]
2229;4853.590000000081;6840.676451879397;["Lille" "Toulouse" "Paris" "Caen" "Marseille" "Besançon" "Strasbourg" "Bordeaux" "Ajaccio" "Rennes" "Limoges" "Lyon" "Lille"]
2230;4853.300000000081;6796.49733420719;["Lille" "Toulouse" "Paris" "Caen" "Marseille" "Besançon" "Strasbourg" "Bordeaux" "Rennes" "Ajaccio" "Limoges" "Lyon" "Lille"]
2231;4853.010000000081;6324.376432955087;["Lille" "Toulouse" "Paris" "Lyon" "Marseille" "Besançon" "Strasbourg" "Bordeaux" "Rennes" "Ajaccio" "Limoges" "Caen" "Lille"]
2232;4852.720000000081;6339.681391054516;["Lille" "Toulouse" "Paris" "Marseille" "Lyon" "Besançon" "Strasbourg" "Bordeaux" "Rennes" "Ajaccio" "Limoges" "Caen" "Lille"]
2233;4852.430000000081;5765.296847366022;["Lille" "Toulouse" "Paris" "Marseille" "Lyon" "Besançon" "Strasbourg" "Ajaccio" "Rennes" "Bordeaux" "Limoges" "Caen" "Lille"]
2234;4852.140000000081;6117.221791744439;["Lille" "Toulouse" "Paris" "Marseille" "Besançon" "Lyon" "Strasbourg" "Ajaccio" "Rennes" "Bordeaux" "Limoges" "Caen" "Lille"]
2235;4851.850000000081;6049.280715715275;["Lille" "Toulouse" "Paris" "Marseille" "Besançon" "Ajaccio" "Strasbourg" "Lyon" "Rennes" "Bordeaux" "Limoges" "Caen" "Lille"]
2236;4851.560000000081;5663.915150251727;["Lille" "Toulouse" "Marseille" "Paris" "Besançon" "Ajaccio" "Strasbourg" "Lyon" "Rennes" "Bordeaux" "Limoges" "Caen" "Lille"]
2237;4851.270000000081;5915.635711173627;["Lille" "Toulouse" "Marseille" "Paris" "Rennes" "Ajaccio" "Strasbourg" "Lyon" "Besançon" "Bordeaux" "Limoges" "Caen" "Lille"]
2238;4850.980000000081;5589.169612538667;["Lille" "Toulouse" "Marseille" "Paris" "Rennes" "Ajaccio" "Strasbourg" "Besançon" "Lyon" "Bordeaux" "Limoges" "Caen" "Lille"]
2239;4850.690000000081;5412.592766647408;["Lille" "Toulouse" "Bordeaux" "Paris" "Rennes" "Ajaccio" "Strasbourg" "Besançon" "Lyon" "Marseille" "Limoges" "Caen" "Lille"]
2240;4850.4000000000815;5474.564039187257;["Lille" "Toulouse" "Bordeaux" "Paris" "Rennes" "Strasbourg" "Ajaccio" "Besançon" "Lyon" "Marseille" "Limoges" "Caen" "Lille"]
2241;4850.1100000000815;5474.564039187257;["Lille" "Toulouse" "Bordeaux" "Paris" "Rennes" "Strasbourg" "Ajaccio" "Besançon" "Lyon" "Marseille" "Limoges" "Caen" "Lille"]
2242;4849.820000000082;5887.5783863197785;["Lille" "Toulouse" "Bordeaux" "Paris" "Strasbourg" "Rennes" "Ajaccio" "Besançon" "Lyon" "Marseille" "Limoges" "Caen" "Lille"]
2243;4849.530000000082;5884.771669256601;["Lille" "Bordeaux" "Toulouse" "Paris" "Strasbourg" "Rennes" "Ajaccio" "Besançon" "Lyon" "Marseille" "Limoges" "Caen" "Lille"]
2244;4849.240000000082;6283.631616697196;["Lille" "Bordeaux" "Toulouse" "Paris" "Strasbourg" "Rennes" "Ajaccio" "Besançon" "Lyon" "Limoges" "Marseille" "Caen" "Lille"]
2245;4848.950000000082;5870.617269564675;["Lille" "Bordeaux" "Toulouse" "Paris" "Rennes" "Strasbourg" "Ajaccio" "Besançon" "Lyon" "Limoges" "Marseille" "Caen" "Lille"]
2246;4848.660000000082;5663.519471945752;["Lille" "Bordeaux" "Toulouse" "Paris" "Rennes" "Strasbourg" "Besançon" "Ajaccio" "Lyon" "Limoges" "Marseille" "Caen" "Lille"]
2247;4848.370000000082;5663.519471945752;["Lille" "Bordeaux" "Toulouse" "Paris" "Rennes" "Strasbourg" "Besançon" "Ajaccio" "Lyon" "Limoges" "Marseille" "Caen" "Lille"]
2248;4848.080000000082;6197.78384864645;["Lille" "Bordeaux" "Paris" "Toulouse" "Rennes" "Strasbourg" "Besançon" "Ajaccio" "Lyon" "Limoges" "Marseille" "Caen" "Lille"]
2249;4847.790000000082;6404.881646265374;["Lille" "Bordeaux" "Paris" "Toulouse" "Rennes" "Strasbourg" "Ajaccio" "Besançon" "Lyon" "Limoges" "Marseille" "Caen" "Lille"]
2250;4847.500000000082;5870.617269564675;["Lille" "Bordeaux" "Toulouse" "Paris" "Rennes" "Strasbourg" "Ajaccio" "Besançon" "Lyon" "Limoges" "Marseille" "Caen" "Lille"]
2251;4847.210000000082;5459.174752716903;["Lille" "Bordeaux" "Toulouse" "Paris" "Rennes" "Marseille" "Ajaccio" "Besançon" "Lyon" "Limoges" "Strasbourg" "Caen" "Lille"]
2252;4846.920000000082;5574.498702725323;["Lille" "Bordeaux" "Toulouse" "Paris" "Rennes" "Ajaccio" "Marseille" "Besançon" "Lyon" "Limoges" "Strasbourg" "Caen" "Lille"]
2253;4846.630000000082;5995.712277608276;["Lille" "Bordeaux" "Toulouse" "Paris" "Rennes" "Ajaccio" "Limoges" "Besançon" "Lyon" "Marseille" "Strasbourg" "Caen" "Lille"]
2254;4846.340000000082;5813.342860559458;["Lille" "Bordeaux" "Toulouse" "Rennes" "Paris" "Ajaccio" "Limoges" "Besançon" "Lyon" "Marseille" "Strasbourg" "Caen" "Lille"]
2255;4846.050000000082;5561.346756489653;["Lille" "Bordeaux" "Toulouse" "Rennes" "Marseille" "Ajaccio" "Limoges" "Besançon" "Lyon" "Paris" "Strasbourg" "Caen" "Lille"]
2256;4845.760000000082;5273.427924725307;["Lille" "Bordeaux" "Rennes" "Toulouse" "Marseille" "Ajaccio" "Limoges" "Besançon" "Lyon" "Paris" "Strasbourg" "Caen" "Lille"]
2257;4845.470000000082;5812.998004710011;["Lille" "Lyon" "Rennes" "Toulouse" "Marseille" "Ajaccio" "Limoges" "Besançon" "Bordeaux" "Paris" "Strasbourg" "Caen" "Lille"]
2258;4845.180000000082;5307.213453903761;["Lille" "Lyon" "Rennes" "Toulouse" "Marseille" "Ajaccio" "Besançon" "Limoges" "Bordeaux" "Paris" "Strasbourg" "Caen" "Lille"]
2259;4844.890000000082;6410.72346590459;["Lille" "Lyon" "Rennes" "Toulouse" "Paris" "Ajaccio" "Besançon" "Limoges" "Bordeaux" "Marseille" "Strasbourg" "Caen" "Lille"]
2260;4844.600000000082;6410.72346590459;["Lille" "Lyon" "Rennes" "Toulouse" "Paris" "Ajaccio" "Besançon" "Limoges" "Bordeaux" "Marseille" "Strasbourg" "Caen" "Lille"]
2261;4844.310000000082;6323.759416034454;["Lille" "Lyon" "Rennes" "Toulouse" "Caen" "Ajaccio" "Besançon" "Limoges" "Bordeaux" "Marseille" "Strasbourg" "Paris" "Lille"]
2262;4844.020000000082;6114.932869677529;["Lille" "Lyon" "Rennes" "Toulouse" "Caen" "Besançon" "Ajaccio" "Limoges" "Bordeaux" "Marseille" "Strasbourg" "Paris" "Lille"]
2263;4843.730000000082;5565.6348287754945;["Lille" "Lyon" "Rennes" "Limoges" "Caen" "Besançon" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Strasbourg" "Paris" "Lille"]
2264;4843.440000000082;5390.9743459142255;["Lille" "Rennes" "Lyon" "Limoges" "Caen" "Besançon" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Strasbourg" "Paris" "Lille"]
2265;4843.150000000082;5239.388072054938;["Lille" "Strasbourg" "Lyon" "Limoges" "Caen" "Besançon" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Rennes" "Paris" "Lille"]
2266;4842.860000000082;5757.896883638004;["Lille" "Strasbourg" "Lyon" "Limoges" "Caen" "Besançon" "Toulouse" "Ajaccio" "Bordeaux" "Marseille" "Rennes" "Paris" "Lille"]
2267;4842.5700000000825;5859.07693763242;["Lille" "Strasbourg" "Lyon" "Limoges" "Besançon" "Caen" "Toulouse" "Ajaccio" "Bordeaux" "Marseille" "Rennes" "Paris" "Lille"]
2268;4842.2800000000825;6078.834824511182;["Lille" "Strasbourg" "Lyon" "Limoges" "Besançon" "Caen" "Toulouse" "Ajaccio" "Bordeaux" "Rennes" "Marseille" "Paris" "Lille"]
2269;4841.990000000083;5977.654770516766;["Lille" "Strasbourg" "Lyon" "Limoges" "Caen" "Besançon" "Toulouse" "Ajaccio" "Bordeaux" "Rennes" "Marseille" "Paris" "Lille"]
2270;4841.700000000083;6151.132828245497;["Lille" "Strasbourg" "Lyon" "Limoges" "Caen" "Besançon" "Toulouse" "Ajaccio" "Bordeaux" "Rennes" "Paris" "Marseille" "Lille"]
2271;4841.410000000083;6093.455985810992;["Lille" "Strasbourg" "Lyon" "Limoges" "Caen" "Besançon" "Toulouse" "Ajaccio" "Paris" "Rennes" "Bordeaux" "Marseille" "Lille"]
2272;4841.120000000083;6369.743924474425;["Lille" "Strasbourg" "Lyon" "Limoges" "Caen" "Besançon" "Toulouse" "Ajaccio" "Rennes" "Paris" "Bordeaux" "Marseille" "Lille"]
2273;4840.830000000083;6669.734399138658;["Lille" "Strasbourg" "Lyon" "Toulouse" "Caen" "Besançon" "Limoges" "Ajaccio" "Rennes" "Paris" "Bordeaux" "Marseille" "Lille"]
2274;4840.540000000083;6875.682161966889;["Lille" "Strasbourg" "Lyon" "Caen" "Toulouse" "Besançon" "Limoges" "Ajaccio" "Rennes" "Paris" "Bordeaux" "Marseille" "Lille"]
2275;4840.250000000083;6273.233070789972;["Lille" "Strasbourg" "Lyon" "Caen" "Rennes" "Besançon" "Limoges" "Ajaccio" "Toulouse" "Paris" "Bordeaux" "Marseille" "Lille"]
2276;4839.960000000083;6475.902031830391;["Lille" "Lyon" "Strasbourg" "Caen" "Rennes" "Besançon" "Limoges" "Ajaccio" "Toulouse" "Paris" "Bordeaux" "Marseille" "Lille"]
2277;4839.670000000083;7097.821792869046;["Lille" "Lyon" "Strasbourg" "Limoges" "Rennes" "Besançon" "Caen" "Ajaccio" "Toulouse" "Paris" "Bordeaux" "Marseille" "Lille"]
2278;4839.380000000083;7106.372918619264;["Lille" "Lyon" "Strasbourg" "Limoges" "Rennes" "Besançon" "Caen" "Ajaccio" "Paris" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2279;4839.090000000083;7106.372918619264;["Lille" "Lyon" "Strasbourg" "Limoges" "Rennes" "Besançon" "Caen" "Ajaccio" "Paris" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2280;4838.800000000083;7038.682294611374;["Lille" "Lyon" "Strasbourg" "Rennes" "Limoges" "Besançon" "Caen" "Ajaccio" "Paris" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2281;4838.510000000083;6109.82458727267;["Lille" "Caen" "Strasbourg" "Rennes" "Limoges" "Besançon" "Lyon" "Ajaccio" "Paris" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2282;4838.220000000083;6009.05080695498;["Lille" "Caen" "Strasbourg" "Rennes" "Limoges" "Besançon" "Lyon" "Paris" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2283;4837.930000000083;6009.05080695498;["Lille" "Caen" "Strasbourg" "Rennes" "Limoges" "Besançon" "Lyon" "Paris" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2284;4837.640000000083;6346.090980201714;["Lille" "Caen" "Strasbourg" "Rennes" "Besançon" "Limoges" "Lyon" "Paris" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2285;4837.350000000083;6346.090980201714;["Lille" "Caen" "Strasbourg" "Rennes" "Besançon" "Limoges" "Lyon" "Paris" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2286;4837.060000000083;6624.355790843525;["Lille" "Caen" "Strasbourg" "Rennes" "Besançon" "Limoges" "Lyon" "Paris" "Toulouse" "Ajaccio" "Bordeaux" "Marseille" "Lille"]
2287;4836.770000000083;6369.165104272772;["Lille" "Caen" "Strasbourg" "Rennes" "Besançon" "Lyon" "Limoges" "Paris" "Toulouse" "Ajaccio" "Bordeaux" "Marseille" "Lille"]
2288;4836.480000000083;6090.900293630961;["Lille" "Caen" "Strasbourg" "Rennes" "Besançon" "Lyon" "Limoges" "Paris" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2289;4836.190000000083;6059.705995857438;["Lille" "Caen" "Strasbourg" "Rennes" "Besançon" "Lyon" "Limoges" "Paris" "Ajaccio" "Toulouse" "Marseille" "Bordeaux" "Lille"]
2290;4835.900000000083;5454.520937339644;["Lille" "Caen" "Strasbourg" "Rennes" "Besançon" "Lyon" "Limoges" "Paris" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Lille"]
2291;4835.610000000083;5121.728798563266;["Lille" "Besançon" "Strasbourg" "Rennes" "Caen" "Lyon" "Limoges" "Paris" "Ajaccio" "Marseille" "Toulouse" "Bordeaux" "Lille"]
2292;4835.320000000083;5726.913857081059;["Lille" "Besançon" "Strasbourg" "Rennes" "Caen" "Lyon" "Limoges" "Paris" "Ajaccio" "Toulouse" "Marseille" "Bordeaux" "Lille"]
2293;4835.030000000083;6121.489002036673;["Lille" "Besançon" "Ajaccio" "Rennes" "Caen" "Lyon" "Limoges" "Paris" "Strasbourg" "Toulouse" "Marseille" "Bordeaux" "Lille"]
2294;4834.7400000000835;6997.715270982029;["Lille" "Besançon" "Rennes" "Ajaccio" "Caen" "Lyon" "Limoges" "Paris" "Strasbourg" "Toulouse" "Marseille" "Bordeaux" "Lille"]
2295;4834.4500000000835;6756.852985054657;["Lille" "Limoges" "Rennes" "Ajaccio" "Caen" "Lyon" "Besançon" "Paris" "Strasbourg" "Toulouse" "Marseille" "Bordeaux" "Lille"]
2296;4834.1600000000835;6788.047282828181;["Lille" "Limoges" "Rennes" "Ajaccio" "Caen" "Lyon" "Besançon" "Paris" "Strasbourg" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2297;4833.870000000084;6348.937656082008;["Lille" "Limoges" "Rennes" "Strasbourg" "Caen" "Lyon" "Besançon" "Paris" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2298;4833.580000000084;6121.658886488682;["Lille" "Rennes" "Limoges" "Strasbourg" "Caen" "Lyon" "Besançon" "Paris" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2299;4833.290000000084;5190.339482997259;["Lille" "Rennes" "Limoges" "Paris" "Caen" "Lyon" "Besançon" "Strasbourg" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2300;4833.000000000084;5351.552777510027;["Lille" "Rennes" "Paris" "Limoges" "Caen" "Lyon" "Besançon" "Strasbourg" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2301;4832.710000000084;4938.76317449951;["Lille" "Rennes" "Paris" "Caen" "Limoges" "Lyon" "Besançon" "Strasbourg" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2302;4832.420000000084;5019.321837028941;["Lille" "Rennes" "Paris" "Caen" "Limoges" "Lyon" "Strasbourg" "Besançon" "Ajaccio" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2303;4832.130000000084;5277.200323695292;["Lille" "Rennes" "Paris" "Caen" "Limoges" "Lyon" "Ajaccio" "Besançon" "Strasbourg" "Toulouse" "Bordeaux" "Marseille" "Lille"]
2304;4831.840000000084;5277.200323695292;["Lille" "Rennes" "Paris" "Caen" "Limoges" "Lyon" "Ajaccio" "Besançon" "Strasbourg" "Toulouse" "Bordeaux" "Marseille" "Lille"]
